msa.fips,metro.name,county.fips,county.name
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",33011,"Hillsborough, NH"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",33015,"Rockingham, NH"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",33017,"Strafford, NH"
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",34001,"Atlantic, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34003,"Bergen, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34005,"Burlington, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34007,"Camden, NJ"
36140,"Ocean City, NJ (Metropolitan Statistical Area)",34009,"Cape May, NJ"
47220,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",34011,"Cumberland, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34013,"Essex, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34015,"Gloucester, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34017,"Hudson, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34019,"Hunterdon, NJ"
45940,"Trenton, NJ (Metropolitan Statistical Area)",34021,"Mercer, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34023,"Middlesex, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34025,"Monmouth, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34027,"Morris, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34029,"Ocean, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34031,"Passaic, NJ"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",34033,"Salem, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34035,"Somerset, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34037,"Sussex, NJ"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",34039,"Union, NJ"
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",34041,"Warren, NJ"
10740,"Albuquerque, NM (Metropolitan Statistical Area)",35001,"Bernalillo, NM"
29740,"Las Cruces, NM (Metropolitan Statistical Area)",35013,"Do??a Ana, NM"
10740,"Albuquerque, NM (Metropolitan Statistical Area)",35043,"Sandoval, NM"
22140,"Farmington, NM (Metropolitan Statistical Area)",35045,"San Juan, NM"
42140,"Santa Fe, NM (Metropolitan Statistical Area)",35049,"Santa Fe, NM"
10740,"Albuquerque, NM (Metropolitan Statistical Area)",35057,"Torrance, NM"
10740,"Albuquerque, NM (Metropolitan Statistical Area)",35061,"Valencia, NM"
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",36001,"Albany, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36005,"Bronx, NY"
13780,"Binghamton, NY (Metropolitan Statistical Area)",36007,"Broome, NY"
21300,"Elmira, NY (Metropolitan Statistical Area)",36015,"Chemung, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36027,"Dutchess, NY"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",36029,"Erie, NY"
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",36043,"Herkimer, NY"
48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",36045,"Jefferson, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36047,"Kings, NY"
40380,"Rochester, NY (Metropolitan Statistical Area)",36051,"Livingston, NY"
45060,"Syracuse, NY (Metropolitan Statistical Area)",36053,"Madison, NY"
40380,"Rochester, NY (Metropolitan Statistical Area)",36055,"Monroe, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36059,"Nassau, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36061,"New York, NY"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",36063,"Niagara, NY"
46540,"Utica-Rome, NY (Metropolitan Statistical Area)",36065,"Oneida, NY"
45060,"Syracuse, NY (Metropolitan Statistical Area)",36067,"Onondaga, NY"
40380,"Rochester, NY (Metropolitan Statistical Area)",36069,"Ontario, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36071,"Orange, NY"
40380,"Rochester, NY (Metropolitan Statistical Area)",36073,"Orleans, NY"
45060,"Syracuse, NY (Metropolitan Statistical Area)",36075,"Oswego, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36079,"Putnam, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36081,"Queens, NY"
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",36083,"Rensselaer, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36085,"Richmond, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36087,"Rockland, NY"
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",36091,"Saratoga, NY"
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",36093,"Schenectady, NY"
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",36095,"Schoharie, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36103,"Suffolk, NY"
13780,"Binghamton, NY (Metropolitan Statistical Area)",36107,"Tioga, NY"
27060,"Ithaca, NY (Metropolitan Statistical Area)",36109,"Tompkins, NY"
28740,"Kingston, NY (Metropolitan Statistical Area)",36111,"Ulster, NY"
24020,"Glens Falls, NY (Metropolitan Statistical Area)",36113,"Warren, NY"
24020,"Glens Falls, NY (Metropolitan Statistical Area)",36115,"Washington, NY"
40380,"Rochester, NY (Metropolitan Statistical Area)",36117,"Wayne, NY"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",36119,"Westchester, NY"
40380,"Rochester, NY (Metropolitan Statistical Area)",36123,"Yates, NY"
15500,"Burlington, NC (Metropolitan Statistical Area)",37001,"Alamance, NC"
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37003,"Alexander, NC"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",37019,"Brunswick, NC"
11700,"Asheville, NC (Metropolitan Statistical Area)",37021,"Buncombe, NC"
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37023,"Burke, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37025,"Cabarrus, NC"
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37027,"Caldwell, NC"
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",37035,"Catawba, NC"
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37037,"Chatham, NC"
35100,"New Bern, NC (Metropolitan Statistical Area)",37049,"Craven, NC"
22180,"Fayetteville, NC (Metropolitan Statistical Area)",37051,"Cumberland, NC"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",37053,"Currituck, NC"
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",37057,"Davidson, NC"
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",37059,"Davie, NC"
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37063,"Durham, NC"
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",37065,"Edgecombe, NC"
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",37067,"Forsyth, NC"
39580,"Raleigh, NC (Metropolitan Statistical Area)",37069,"Franklin, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37071,"Gaston, NC"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",37073,"Gates, NC"
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37081,"Guilford, NC"
11700,"Asheville, NC (Metropolitan Statistical Area)",37087,"Haywood, NC"
11700,"Asheville, NC (Metropolitan Statistical Area)",37089,"Henderson, NC"
22180,"Fayetteville, NC (Metropolitan Statistical Area)",37093,"Hoke, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37097,"Iredell, NC"
39580,"Raleigh, NC (Metropolitan Statistical Area)",37101,"Johnston, NC"
35100,"New Bern, NC (Metropolitan Statistical Area)",37103,"Jones, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37109,"Lincoln, NC"
11700,"Asheville, NC (Metropolitan Statistical Area)",37115,"Madison, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37119,"Mecklenburg, NC"
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",37127,"Nash, NC"
48900,"Wilmington, NC (Metropolitan Statistical Area)",37129,"New Hanover, NC"
27340,"Jacksonville, NC (Metropolitan Statistical Area)",37133,"Onslow, NC"
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37135,"Orange, NC"
35100,"New Bern, NC (Metropolitan Statistical Area)",37137,"Pamlico, NC"
48900,"Wilmington, NC (Metropolitan Statistical Area)",37141,"Pender, NC"
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",37145,"Person, NC"
24780,"Greenville, NC (Metropolitan Statistical Area)",37147,"Pitt, NC"
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37151,"Randolph, NC"
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",37157,"Rockingham, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37159,"Rowan, NC"
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",37169,"Stokes, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37179,"Union, NC"
39580,"Raleigh, NC (Metropolitan Statistical Area)",37183,"Wake, NC"
24140,"Goldsboro, NC (Metropolitan Statistical Area)",37191,"Wayne, NC"
49180,"Winston-Salem, NC (Metropolitan Statistical Area)",37197,"Yadkin, NC"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38015,"Burleigh, ND"
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",38017,"Cass, ND"
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",38035,"Grand Forks, ND"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38059,"Morton, ND"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38065,"Oliver, ND"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38085,"Sioux, ND"
30620,"Lima, OH (Metropolitan Statistical Area)",39003,"Allen, OH"
48540,"Wheeling, WV-OH (Metropolitan Statistical Area)",39013,"Belmont, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39015,"Brown, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39017,"Butler, OH"
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",39019,"Carroll, OH"
44220,"Springfield, OH (Metropolitan Statistical Area)",39023,"Clark, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39025,"Clermont, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39035,"Cuyahoga, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39041,"Delaware, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39045,"Fairfield, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39049,"Franklin, OH"
45780,"Toledo, OH (Metropolitan Statistical Area)",39051,"Fulton, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39055,"Geauga, OH"
19380,"Dayton, OH (Metropolitan Statistical Area)",39057,"Greene, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39061,"Hamilton, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39073,"Hocking, OH"
48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",39081,"Jefferson, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39085,"Lake, OH"
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",39087,"Lawrence, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39089,"Licking, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39093,"Lorain, OH"
45780,"Toledo, OH (Metropolitan Statistical Area)",39095,"Lucas, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39097,"Madison, OH"
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",39099,"Mahoning, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39103,"Medina, OH"
19380,"Dayton, OH (Metropolitan Statistical Area)",39109,"Miami, OH"
19380,"Dayton, OH (Metropolitan Statistical Area)",39113,"Montgomery, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39117,"Morrow, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39127,"Perry, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39129,"Pickaway, OH"
10420,"Akron, OH (Metropolitan Statistical Area)",39133,"Portage, OH"
31900,"Mansfield, OH (Metropolitan Statistical Area)",39139,"Richland, OH"
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",39151,"Stark, OH"
10420,"Akron, OH (Metropolitan Statistical Area)",39153,"Summit, OH"
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",39155,"Trumbull, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39159,"Union, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39165,"Warren, OH"
45780,"Toledo, OH (Metropolitan Statistical Area)",39173,"Wood, OH"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40017,"Canadian, OK"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40027,"Cleveland, OK"
30020,"Lawton, OK (Metropolitan Statistical Area)",40031,"Comanche, OK"
30020,"Lawton, OK (Metropolitan Statistical Area)",40033,"Cotton, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40037,"Creek, OK"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40051,"Grady, OK"
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",40079,"Le Flore, OK"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40081,"Lincoln, OK"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40083,"Logan, OK"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40087,"McClain, OK"
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",40109,"Oklahoma, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40111,"Okmulgee, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40113,"Osage, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40117,"Pawnee, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40131,"Rogers, OK"
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",40135,"Sequoyah, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40143,"Tulsa, OK"
46140,"Tulsa, OK (Metropolitan Statistical Area)",40145,"Wagoner, OK"
18700,"Corvallis, OR (Metropolitan Statistical Area)",41003,"Benton, OR"
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41005,"Clackamas, OR"
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41009,"Columbia, OR"
13460,"Bend-Redmond, OR (Metropolitan Statistical Area)",41017,"Deschutes, OR"
32780,"Medford, OR (Metropolitan Statistical Area)",41029,"Jackson, OR"
24420,"Grants Pass, OR (Metropolitan Statistical Area)",41033,"Josephine, OR"
21660,"Eugene, OR (Metropolitan Statistical Area)",41039,"Lane, OR"
10540,"Albany, OR (Metropolitan Statistical Area)",41043,"Linn, OR"
41420,"Salem, OR (Metropolitan Statistical Area)",41047,"Marion, OR"
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41051,"Multnomah, OR"
41420,"Salem, OR (Metropolitan Statistical Area)",41053,"Polk, OR"
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41067,"Washington, OR"
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",41071,"Yamhill, OR"
23900,"Gettysburg, PA (Metropolitan Statistical Area)",42001,"Adams, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42003,"Allegheny, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42005,"Armstrong, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42007,"Beaver, PA"
39740,"Reading, PA (Metropolitan Statistical Area)",42011,"Berks, PA"
11020,"Altoona, PA (Metropolitan Statistical Area)",42013,"Blair, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42017,"Bucks, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42019,"Butler, PA"
27780,"Johnstown, PA (Metropolitan Statistical Area)",42021,"Cambria, PA"
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",42025,"Carbon, PA"
44300,"State College, PA (Metropolitan Statistical Area)",42027,"Centre, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42029,"Chester, PA"
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",42037,"Columbia, PA"
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",42041,"Cumberland, PA"
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",42043,"Dauphin, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42045,"Delaware, PA"
21500,"Erie, PA (Metropolitan Statistical Area)",42049,"Erie, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42051,"Fayette, PA"
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",42055,"Franklin, PA"
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42069,"Lackawanna, PA"
29540,"Lancaster, PA (Metropolitan Statistical Area)",42071,"Lancaster, PA"
30140,"Lebanon, PA (Metropolitan Statistical Area)",42075,"Lebanon, PA"
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",42077,"Lehigh, PA"
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42079,"Luzerne, PA"
48700,"Williamsport, PA (Metropolitan Statistical Area)",42081,"Lycoming, PA"
49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",42085,"Mercer, PA"
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",42089,"Monroe, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42091,"Montgomery, PA"
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",42093,"Montour, PA"
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",42095,"Northampton, PA"
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",42099,"Perry, PA"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",42101,"Philadelphia, PA"
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",42103,"Pike, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42125,"Washington, PA"
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",42129,"Westmoreland, PA"
42540,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",42131,"Wyoming, PA"
49620,"York-Hanover, PA (Metropolitan Statistical Area)",42133,"York, PA"
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44001,"Bristol, RI"
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44003,"Kent, RI"
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44005,"Newport, RI"
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44007,"Providence, RI"
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",44009,"Washington, RI"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",45003,"Aiken, SC"
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",45007,"Anderson, SC"
25940,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",45013,"Beaufort, SC"
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",45015,"Berkeley, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45017,"Calhoun, SC"
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",45019,"Charleston, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",45023,"Chester, SC"
22500,"Florence, SC (Metropolitan Statistical Area)",45031,"Darlington, SC"
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",45035,"Dorchester, SC"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",45037,"Edgefield, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45039,"Fairfield, SC"
22500,"Florence, SC (Metropolitan Statistical Area)",45041,"Florence, SC"
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",45045,"Greenville, SC"
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",45051,"Horry, SC"
25940,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",45053,"Jasper, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45055,"Kershaw, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",45057,"Lancaster, SC"
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",45059,"Laurens, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45063,"Lexington, SC"
24860,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",45077,"Pickens, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45079,"Richland, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45081,"Saluda, SC"
43900,"Spartanburg, SC (Metropolitan Statistical Area)",45083,"Spartanburg, SC"
44940,"Sumter, SC (Metropolitan Statistical Area)",45085,"Sumter, SC"
43900,"Spartanburg, SC (Metropolitan Statistical Area)",45087,"Union, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",45091,"York, SC"
39660,"Rapid City, SD (Metropolitan Statistical Area)",46033,"Custer, SD"
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46083,"Lincoln, SD"
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46087,"McCook, SD"
39660,"Rapid City, SD (Metropolitan Statistical Area)",46093,"Meade, SD"
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46099,"Minnehaha, SD"
39660,"Rapid City, SD (Metropolitan Statistical Area)",46103,"Pennington, SD"
43620,"Sioux Falls, SD (Metropolitan Statistical Area)",46125,"Turner, SD"
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",46127,"Union, SD"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47001,"Anderson, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47009,"Blount, TN"
17420,"Cleveland, TN (Metropolitan Statistical Area)",47011,"Bradley, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47013,"Campbell, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47015,"Cannon, TN"
27740,"Johnson City, TN (Metropolitan Statistical Area)",47019,"Carter, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47021,"Cheatham, TN"
27180,"Jackson, TN (Metropolitan Statistical Area)",47023,"Chester, TN"
27180,"Jackson, TN (Metropolitan Statistical Area)",47033,"Crockett, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47037,"Davidson, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47043,"Dickson, TN"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",47047,"Fayette, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47057,"Grainger, TN"
34100,"Morristown, TN (Metropolitan Statistical Area)",47063,"Hamblen, TN"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",47065,"Hamilton, TN"
28700,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",47073,"Hawkins, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47081,"Hickman, TN"
34100,"Morristown, TN (Metropolitan Statistical Area)",47089,"Jefferson, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47093,"Knox, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47105,"Loudon, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47111,"Macon, TN"
27180,"Jackson, TN (Metropolitan Statistical Area)",47113,"Madison, TN"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",47115,"Marion, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47119,"Maury, TN"
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",47125,"Montgomery, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47129,"Morgan, TN"
17420,"Cleveland, TN (Metropolitan Statistical Area)",47139,"Polk, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47145,"Roane, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47147,"Robertson, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47149,"Rutherford, TN"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",47153,"Sequatchie, TN"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",47157,"Shelby, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47159,"Smith, TN"
28700,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",47163,"Sullivan, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47165,"Sumner, TN"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",47167,"Tipton, TN"
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",47169,"Trousdale, TN"
27740,"Johnson City, TN (Metropolitan Statistical Area)",47171,"Unicoi, TN"
28940,"Knoxville, TN (Metropolitan Statistical Area)",47173,"Union, TN"
27740,"Johnson City, TN (Metropolitan Statistical Area)",47179,"Washington, TN"
